name	criterion	diff_prop	variability	origin	flag
Zfp78	0.742194715791746	0.0821133157441078	0.0122402831057043	M	NO_FLAG
4430402I18Rik	0.741220596456809	0.0986102500246153	0.0176990176602117	M	NO_FLAG
Noxo1	0.734775431911307	-0.111358699047933	0.0229688390127764	P	NO_FLAG
Creb3l1	0.729204333939973	-0.0901471738644809	0.0152828992369116	P	NO_FLAG
Ripk4	0.728291979507587	0.127142401133894	0.0304768279662268	M	NO_FLAG
Gm11221	0.723037744225898	0.0927792665610313	0.0164656898952264	M	NO_FLAG
Nup37	0.717890289446107	-0.0867455519304254	0.0146008544435832	P	NO_FLAG
Gng10	0.715945631277846	-0.127838348373952	0.0318832229043641	P	NO_FLAG
Kcnab3	0.715122106683146	-0.106695671823774	0.0222604119645401	P	NO_FLAG
Trim5	0.711654606826094	-0.101195028159165	0.0202199380678597	P	NO_FLAG
Lgals3	0.708374781186537	0.133140554053601	0.0353260058732765	M	NO_FLAG
6330562C20Rik	0.706230202459587	0.119450244546804	0.0286076058351968	M	NO_FLAG
Gm16499_2	0.704389592751096	-0.130689344667334	0.0344234583102731	P	NO_FLAG
Emid1	0.701728194155212	-0.0987165561172212	0.0197898334732269	P	NO_FLAG
Lpar3	0.698465571064582	0.145971589549789	0.043676383162101	M	NO_FLAG
Serpinb9	0.697852617718175	0.0961702265560728	0.0189912632766297	M	NO_FLAG
Bambi-ps1	0.695617635476466	0.0950857301377738	0.0186848460410829	M	NO_FLAG
Mdk	0.69406828010654	0.101334801381416	0.0213163502348069	M	NO_FLAG
Pla2r1	0.691170367934223	0.107684487147523	0.0242737048398635	M	NO_FLAG
Cnn2	0.687199970457596	-0.114765256579024	0.0278903907991365	P	NO_FLAG
1700112J16Rik	0.685048044348453	0.0855497875055237	0.0155953745151683	M	NO_FLAG
Gpd1	0.681574113206284	-0.090146795590198	0.0174934075006973	P	NO_FLAG
Malsu1	0.679472420235768	0.096689481098483	0.0202495227576016	M	NO_FLAG
Gm12059	0.677953030300306	0.163705536986535	0.0583079167337846	M	NO_FLAG
Relb	0.675448970399484	0.125967083704217	0.0347799587030094	M	NO_FLAG
Pkdcc	0.672747838431395	-0.0976746092439988	0.0210794241632452	P	NO_FLAG
Xrra1	0.672539714264977	0.12564537944955	0.0349025513262365	M	NO_FLAG
Pla2g3	0.669602966246571	-0.118621673195727	0.0313829202718761	P	NO_FLAG
Itga11	0.668299435428607	-0.0958792215933975	0.0205829116808525	P	NO_FLAG
Pcdhgb4	0.668189118595072	-0.0908300206983157	0.0184782155332038	P	NO_FLAG
Gm44228	0.668104000540459	-0.128732598852743	0.0371269205962688	P	NO_FLAG
Lsp1	0.667544068850112	0.11064702092657	0.0274738528461813	M	NO_FLAG
Adrb2	0.667316146397386	0.110219702835096	0.0272806808693848	M	NO_FLAG
Dsn1	0.667127291386436	0.0902668509783629	0.0183079268763312	M	NO_FLAG
Tcp1	0.659685872485904	-0.105307353397202	0.0254825584596487	P	NO_FLAG
Plk-ps1	0.65946433738392	0.0910217237384318	0.0190505484067159	M	NO_FLAG
Tmem202	0.656297812525942	0.127174712121724	0.0375491069979539	M	NO_FLAG
9530052E02Rik	0.651401283183919	-0.121271915525308	0.0346595767836208	P	NO_FLAG
B130024G19Rik	0.65024397345408	0.124683662482343	0.0367676971758189	M	NO_FLAG
Gm10714	0.648632159701181	0.163063059658658	0.0631995839022176	M	NO_FLAG
Gm7420	0.646764203180972	0.123150423298951	0.0362559983478213	M	NO_FLAG
Gm45133	0.64390745624969	-0.112480210176008	0.0305144347950619	P	NO_FLAG
Slc26a8	0.639041813526714	-0.107594617157894	0.0283480074251365	P	NO_FLAG
Gm15832	0.630776644819916	0.101594390358236	0.0259410916276099	M	NO_FLAG
Ighmbp2	0.628925498264219	-0.118773880941239	0.0356651035735301	P	NO_FLAG
Ighm	0.62670734651422	-0.0927397762382631	0.0218979024113811	P	NO_FLAG
Mfsd2b	0.624532595967984	0.100291445844456	0.0257879942178602	M	NO_FLAG
Ttll8	0.621080243532326	0.106836046146521	0.0295896742974691	M	NO_FLAG
Gm4675	0.615661024264974	0.088390863069939	0.0206125360358631	M	NO_FLAG
Tex30	0.60413639266526	-0.101958955141559	0.0284826738183606	P	NO_FLAG
Ptrh1	0.599642874648261	-0.115580615086495	0.0371522095570055	P	NO_FLAG
Ctnnd1	0.59920024769369	0.0897723444987486	0.0224461141055877	M	NO_FLAG
Sppl2b	0.597741776164446	0.100936004481657	0.0285144500053878	M	NO_FLAG
Gm37056	0.578716066380159	-0.118181718290972	0.0417032134784696	P	NO_FLAG
Tm2d1	0.577257218706345	0.108917908339237	0.035600806779628	M	NO_FLAG
Gm19744	0.576147676457101	-0.101221262107502	0.0308656812386023	P	NO_FLAG
I830077J02Rik	0.575048811242407	-0.108429421948407	0.0355537050306716	P	NO_FLAG
Gm43080	0.565189650032741	-0.0970456868108642	0.0294824842604836	P	NO_FLAG
